Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Paludibacter	194	19202	5	34	337	0	0	0	1	0	0	0	4	449	519	207	121	0	0	0	2	0	2	0	0	0	0	0
Proteiniphilum	90	9143	1	86	706	0	1	0	0	0	0	0	4	982	1089	757	215	0	3	2	6	0	2	0	1	0	1	0
Barnesiella	83	13352	0	1	6212	0	0	0	34	52	53	6	0	11681	8989	9038	3649	0	1	0	2	1	3591	698	0	0	0	0
Draconibacterium	200	11230	0	0	656	0	0	0	0	0	0	0	0	811	881	785	186	0	0	0	0	0	0	0	0	0	0	0
Labilibaculum	325	5295	0	16	498	0	0	0	1	0	0	0	1	576	654	341	102	0	0	1	0	0	0	0	0	2	11	0
Alkalitalea	180	5461	0	38	49	0	1	0	0	0	0	0	7	68	81	76	43	0	1	5	2	0	3	0	0	0	0	0
Salinivirga	155	2010	4	25	212	0	0	0	1	0	0	0	2	241	270	123	50	0	0	0	0	0	0	0	0	0	0	0
Mucilaginibacter	2354	26015	0	3	2085	0	0	0	0	0	0	0	0	2632	2811	1888	722	0	0	0	0	0	0	0	0	0	5	0
Pedobacter	2197	23327	0	0	1386	0	0	0	0	0	0	0	0	1762	1708	990	547	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium	2069	37887	1	4	1352	0	0	0	0	0	0	0	1	1908	2058	1027	524	0	1	0	1	0	2	0	2	0	3	0
Pseudopedobacter	307	1822	12	31	248	0	0	0	4	4	6	16	11	316	310	130	42	0	0	0	0	0	12	2	0	3	474	0
Solitalea	234	3579	0	0	15	0	0	0	0	0	0	0	1	24	33	15	26	0	1	0	0	0	0	0	0	0	0	0
Olivibacter	91	3842	0	0	23	0	0	0	0	0	0	0	0	0	94	0	203	0	0	0	0	0	0	0	0	0	0	0
Anseongella	63	2435	0	1	158	0	0	0	0	0	0	0	0	219	196	68	62	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	1682	20903	0	12	1537	0	0	0	0	0	0	0	3	1922	2106	1398	634	0	0	0	0	0	1	0	2	0	0	0
Arachidicoccus	884	6731	2	14	187	0	0	0	0	0	0	0	4	233	335	164	297	0	0	0	0	0	0	0	0	0	0	0
Flavisolibacter	334	5434	5	50	233	0	2	0	0	0	0	0	4	300	270	131	143	0	0	1	1	0	1	0	19	0	9	0
Niabella	284	5163	77	539	80	0	13	8	7	2	7	5	105	53	60	93	121	0	14	14	29	9	556	22	28	0	10	0
Pseudobacter	253	1408	0	0	257	0	0	0	0	0	0	0	0	357	410	357	111	0	0	0	0	0	0	0	0	0	1	0
Panacibacter	241	3421	0	0	111	0	0	0	0	0	0	0	0	178	173	96	23	0	0	0	0	0	0	0	0	0	0	0
Paraflavitalea	224	2767	0	1	110	0	0	0	0	0	0	0	0	128	135	140	69	0	0	0	1	0	0	0	0	0	0	0
Niastella	222	1611	0	0	205	0	0	0	0	0	0	0	0	246	258	189	105	0	0	0	0	0	0	0	0	0	0	0
Filimonas	156	2254	0	0	31	0	0	0	0	0	0	0	0	19	19	12	29	0	0	0	0	0	0	0	0	0	0	0
Flavihumibacter	70	2259	1	9	6	0	0	0	0	0	0	0	0	9	31	16	26	0	0	0	0	0	0	0	0	0	0	0
Salinibacter	148	1938	0	0	57	0	0	0	0	0	0	0	0	99	116	199	129	0	0	0	0	0	0	0	0	0	0	0
Rhodothermus	106	5637	7	41	105	0	0	7	0	0	1	0	5	74	92	138	151	0	0	2	0	2	0	1	2	0	0	0
Haliscomenobacter	136	4671	0	19	31	0	0	0	0	0	0	0	1	15	31	15	55	0	0	0	0	0	3	1	0	0	0	0
Saprospira	132	738	0	0	6	0	0	0	0	0	0	0	0	11	5	14	109	0	0	0	0	0	0	0	0	0	0	0
Chlorobium	264	9840	0	0	266	0	0	0	0	0	0	0	0	299	373	300	234	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon	226	1299	0	0	101	0	0	0	0	0	0	0	0	63	69	200	189	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris	142	5954	0	260	268	0	0	0	0	0	0	0	0	342	355	276	144	0	0	0	0	0	13	0	0	0	0	0
Chlorobaculum	124	7605	0	0	161	0	0	0	0	0	0	0	0	139	169	292	257	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton	112	1360	0	12	32	0	0	0	0	0	0	0	20	25	14	29	25	0	0	0	0	0	0	0	4	0	1	0
Ignavibacterium	235	893	0	6	10	0	0	0	0	0	0	1	2	1	8	11	18	0	0	0	0	0	0	0	0	0	2	0
Melioribacter	123	463	605	1378	27	0	167	28	1	0	0	0	205	16	16	21	27	0	146	170	155	27	1011	199	304	0	1	0
CandidatusCyclonatronum	88	2160	1	3	19	0	0	0	0	0	0	1	0	10	19	29	31	0	0	0	0	0	0	0	0	0	0	0
Gemmatirosa	254	3348	2	12	96	0	2	1	0	0	0	0	4	47	86	164	156	0	0	2	0	0	9	0	0	0	0	0
Gemmatimonas	177	4138	1	13	189	0	0	0	0	0	1	0	0	274	257	216	96	0	0	0	0	0	2	0	7	0	2	0
Fibrobacter	101	2014	24	118	226	0	4	1	6	3	23	2	30	275	269	219	206	0	4	6	8	1	58	11	5	0	1	0
CandidatusCloacimonas	89	1076	1	8	5	0	1	0	3	0	1	0	0	32	24	23	7	0	1	1	0	1	1	0	1	0	1	0
Leptospira	19330	10606	7	39	55	0	0	0	1	0	1	1	6	86	257	0	93	0	0	0	0	0	0	0	0	0	0	0
Turneriella	42	802	1	0	21	0	0	0	0	0	0	0	0	36	39	0	69	0	0	0	0	0	0	0	1	0	0	0
Borrelia	1919	4838	0	0	55	0	0	0	0	3	1	0	0	16	32	0	63	0	0	0	0	0	0	0	0	0	0	0
Borreliella	1203	2991	0	0	34	0	0	0	0	0	0	0	0	15	30	0	27	0	0	0	0	0	0	0	0	0	0	0
Treponema	1405	2280804	2	6	999	0	0	0	0	0	0	0	0	698	781	0	1532	0	0	0	0	0	0	0	1	0	2	0
Spirochaeta	544	3668	0	4	135	0	0	0	0	0	0	1	0	95	82	0	180	0	0	0	0	2	0	0	0	0	1	0
Oceanispirochaeta	168	1671	0	2	19	0	0	0	0	0	0	0	0	10	28	0	31	0	0	0	0	0	0	0	0	0	0	0
Sphaerochaeta	153	6693	0	1	167	0	0	0	0	0	0	0	0	95	111	0	331	0	0	0	0	0	0	0	0	0	0	0
Sediminispirochaeta	92	1245	2	7	31	0	0	0	0	0	0	0	0	24	25	0	66	0	0	0	0	0	0	1	0	0	1	0
Salinispira	54	1386	0	0	16	0	0	0	0	0	0	0	0	23	15	0	28	0	0	0	0	0	0	0	0	0	1	0
Brachyspira	1648	9477	0	0	245	0	0	0	0	0	0	0	0	425	277	0	185	0	0	0	0	0	0	0	0	0	0	0
Planctomyces	201	3866	1	4	124	0	0	0	0	0	0	0	0	76	96	0	137	0	0	0	0	0	0	0	0	0	0	0
Rubinisphaera	186	986	1	30	26	0	2	1	0	0	0	0	0	15	12	0	11	0	0	0	0	0	0	0	0	0	0	0
Planctopirus	148	821	0	1	42	0	0	0	0	0	0	0	1	14	16	0	38	0	0	0	0	0	0	0	0	0	0	0
Gimesia	129	2890	0	0	26	0	0	0	0	0	0	0	0	52	46	0	27	0	0	0	0	0	0	0	0	0	0	0
Fuerstia	108	3459	0	0	42	0	0	0	0	0	0	1	0	13	15	0	46	0	0	1	0	1	0	0	1	0	0	0
Bremerella	104	2311	2	189	22	0	0	1	0	0	0	0	3	19	11	0	24	0	0	0	0	1	24	1	0	0	0	0
Crateriforma	58	964	0	0	29	0	0	0	0	0	0	0	0	16	24	0	39	0	0	0	0	0	0	0	0	0	0	0
Mariniblastus	158	656	0	0	9	0	0	0	0	0	0	0	0	5	14	0	40	0	0	0	0	0	0	0	0	0	0	0
Pirellula	137	1204	0	0	187	0	0	0	0	0	0	0	0	286	285	0	68	0	0	0	0	0	1	0	1	0	0	0
Rhodopirellula	75	845	0	0	23	0	0	0	0	0	0	0	0	14	13	0	8	0	0	0	0	0	1	0	0	0	0	0
Roseimaritima	68	2048	0	0	42	0	0	0	0	0	0	0	0	18	19	0	48	0	0	0	0	0	0	0	0	0	0	0
Bythopirellula	72	270	0	0	127	0	0	0	0	0	0	0	0	192	219	0	36	0	0	0	0	0	0	0	0	0	0	0
Thermogutta	70	1437	0	0	9	0	0	0	0	0	0	0	0	21	12	0	146	0	0	0	0	0	0	0	0	0	0	0
Gemmata	366	5483	1	0	75	0	0	0	0	0	0	0	0	39	77	0	158	0	0	0	0	0	0	0	0	0	0	0
Tuwongella	99	1220	0	0	131	0	0	0	0	0	0	0	0	149	135	0	29	0	0	0	0	0	0	0	0	0	0	0
Aquisphaera	173	4067	0	0	87	0	0	0	0	0	1	0	0	40	49	0	116	0	0	0	0	0	0	0	0	0	0	0
Singulisphaera	99	2520	0	0	174	0	0	0	0	0	0	0	0	221	291	0	90	0	0	0	0	0	0	0	0	0	0	0
Paludisphaera	73	1618	0	0	30	0	0	0	0	0	0	0	0	14	29	0	63	0	0	0	0	0	0	0	0	0	0	0
Isosphaera	63	1314	0	0	39	0	0	0	0	0	0	0	0	20	18	0	37	0	0	0	0	0	0	0	0	0	0	0
Limihaloglobus	137	606	0	0	40	0	0	0	0	0	0	0	0	15	26	0	26	0	0	0	0	0	0	0	0	0	0	0
Sedimentisphaera	119	1430	0	1	83	0	0	0	0	0	0	0	0	54	70	0	180	0	0	0	0	0	0	0	0	0	0	0
Anaerohalosphaera	95	2344	0	0	25	0	0	0	0	0	0	0	0	20	31	0	43	0	0	0	0	0	0	0	0	0	3	0
Phycisphaera	90	3049	0	0	67	0	0	0	0	0	0	0	0	21	30	0	79	0	0	0	2	0	0	0	0	0	0	0
CandidatusKuenenia	183	398	0	2	30	0	0	0	0	0	0	0	6	19	21	0	34	0	0	0	0	0	1	0	0	0	0	0
Chlamydia	1541	4310	4	10	22	0	0	0	0	0	0	0	2	16	21	0	47	0	1	0	1	0	1	0	2	0	25	0
CandidatusProtochlamydia	207	822	0	0	5	0	0	0	0	0	0	0	0	4	8	0	35	0	0	0	0	0	0	0	0	0	0	0
Parachlamydia	157	462	1	116	2	0	0	9	0	0	0	0	1	9	7	0	16	0	3	0	1	1	1	0	2	0	0	0
Neochlamydia	146	1182	0	0	13	0	0	0	0	0	0	0	0	4	5	0	5	0	0	0	0	0	0	0	0	0	0	0
Simkania	100	324	3	83	0	0	2	0	1	0	0	0	1	2	2	0	5	0	2	0	0	4	0	2	8	0	0	0
Waddlia	65	175	0	0	8	0	0	0	0	0	0	0	0	8	9	0	25	0	0	0	0	0	0	0	0	0	0	0
Lacunisphaera	169	2702	0	0	97	0	0	0	0	0	0	0	0	54	75	0	226	0	0	0	0	0	0	0	0	0	0	0
Ereboglobus	133	4566	7	81	77	0	0	0	1	0	1	0	9	30	30	0	47	0	0	0	0	0	0	0	0	0	10	0
Opitutus	132	4724	0	0	153	0	0	0	0	0	0	0	0	66	83	0	264	0	0	0	0	0	0	0	0	0	0	0
Nibricoccus	69	2040	0	2	45	0	0	0	0	0	0	0	0	19	19	0	111	0	0	0	0	0	0	0	0	0	0	0
Coraliomargarita	66	1067	56	434	3	0	8	0	38	16	15	1	30	18	14	0	13	0	6	11	14	7	363	84	8	0	0	0
Roseimicrobium	147	1729	38	291	189	0	0	0	0	0	0	0	25	88	115	0	466	0	0	0	0	4	1	3	0	0	0	0
Verrucomicrobium	134	3780	6	48	119	0	0	0	0	0	0	0	3	68	103	0	245	0	0	0	0	1	0	0	0	1	1	0
Akkermansia	188	5240	18577	181641	178281	0	1425	81	0	1	0	0	9124	57524	71597	0	451108	0	507	2362	2828	8938	2117	195	1	0	0	0
Methylacidiphilum	288	2669	0	0	6	0	0	0	0	0	0	0	0	2	7	0	9	0	0	0	0	0	0	0	0	0	0	0
CandidatusXiphinematobacter	13	38	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0
Kiritimatiella	78	2096	28	265	20	0	3	7	4	1	6	8	36	20	45	0	73	0	2	4	3	5	9	3	19	1	187	0
Fusobacterium	6092	872247	0	27	252	0	0	0	409	366	756	0	0	207	246	0	601	0	0	0	0	0	0	0	0	261	10195	0
Ilyobacter	231	4019	0	0	7	0	0	0	0	0	2	0	0	32	36	0	5	0	0	0	0	0	1	0	0	0	0	0
Leptotrichia	2250	180997	0	1	134	0	0	0	0	0	0	0	1	137	118	0	284	0	0	0	0	0	6	0	0	81	2768	0
Sebaldella	250	6227	0	0	63	0	0	0	0	0	0	0	0	33	14	0	134	0	0	0	0	0	0	0	0	0	1	0
Streptobacillus	205	5277	0	2	5	0	0	0	0	1	0	0	0	3	4	0	18	0	0	0	0	0	0	0	0	0	0	0
Sneathia	153	3989	0	1	16	0	0	0	0	0	0	0	0	6	10	0	10	0	0	0	0	0	0	0	0	0	0	0
Thermotoga	2586	5491	0	15	81	0	0	0	0	0	0	0	0	60	70	0	150	0	0	0	0	0	6	0	2	0	2	0
Pseudothermotoga	272	1074	6	88	20	0	0	0	1	0	0	0	2	17	36	0	40	0	0	0	2	0	0	1	0	0	0	0
Thermosipho	510	2979	0	0	6	0	0	0	0	0	0	0	0	6	8	0	21	0	0	0	0	0	0	0	0	0	0	0
Fervidobacterium	278	977	0	0	32	0	0	0	0	0	0	0	0	19	28	0	65	0	0	0	0	0	0	0	0	0	0	0
Defluviitoga	229	1774	0	0	5	0	0	0	0	1	1	0	0	13	3	0	5	0	0	0	0	0	0	0	0	0	0	0
Marinitoga	169	798	0	0	0	0	0	0	0	0	0	0	0	15	13	0	14	0	0	0	0	0	0	0	0	0	0	0
Petrotoga	114	1293	7	55	2	0	0	0	1	1	3	0	2	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Mesotoga	136	603	48	123	21	0	0	0	0	0	1	0	12	22	30	0	81	0	0	0	0	0	0	0	0	0	0	0
Kosmotoga	66	1432	8	27	14	0	0	0	1	3	1	3	4	10	8	0	15	0	0	0	0	0	0	0	0	0	0	0
Athalassotoga	27	1214	0	1	4	0	0	0	0	0	0	0	0	9	3	0	16	0	0	0	0	0	0	0	0	0	1	0
Granulicella	273	5507	1	0	96	0	0	0	0	0	0	0	0	54	67	0	237	0	0	0	1	0	0	0	0	0	0	0
Terriglobus	250	5245	1	0	121	0	0	0	0	0	0	0	0	122	131	0	166	0	0	0	0	0	0	0	0	0	0	0
Acidisarcina	143	2024	1	0	17	0	0	0	0	0	0	0	0	16	19	0	18	0	0	0	0	0	0	0	0	0	0	0
Acidobacterium	103	1496	0	1	23	0	0	1	0	0	0	0	0	24	39	0	62	0	0	0	0	0	1	0	0	0	0	0
Edaphobacter	59	838	0	0	35	0	0	0	0	0	0	0	0	55	64	0	31	0	0	0	0	0	0	0	0	0	0	0
CandidatusKoribacter	59	2755	0	1	31	0	0	0	0	0	0	0	0	17	23	0	69	0	0	0	0	0	2	0	58	0	0	0
CandidatusSolibacter	175	1612	2	25	70	0	1	0	1	0	0	1	2	58	64	0	100	0	1	0	2	0	116	1	0	0	0	0
Luteitalea	127	2930	0	13	52	0	0	0	0	1	0	0	2	31	55	0	168	0	0	0	1	0	0	0	4	0	0	0
Chloracidobacterium	41	1341	4	6	53	0	0	0	0	0	0	0	0	24	26	0	127	0	0	0	0	0	0	0	0	0	0	0
Sulfurihydrogenibium	312	1116	0	0	12	0	0	0	0	0	0	0	0	14	3	0	10	0	0	0	0	0	0	0	0	0	0	0
Persephonella	70	325	0	0	3	0	0	0	0	0	0	0	0	2	8	0	3	0	0	0	0	0	0	0	0	0	0	0
Hydrogenobaculum	154	400	0	0	1	0	0	0	0	0	0	0	0	2	3	0	9	0	0	0	0	0	0	0	0	0	0	0
Hydrogenobacter	91	555	0	0	2	0	0	0	0	0	0	0	0	10	14	0	43	0	0	0	0	0	0	0	0	0	0	0
Thermocrinis	81	1267	0	0	88	0	0	0	0	0	0	0	0	139	130	0	28	0	0	0	0	0	0	0	0	0	0	0
Aquifex	55	1628	0	0	11	0	0	0	0	0	0	0	0	14	22	0	19	0	0	0	0	0	0	0	0	0	0	0
Thermosulfidibacter	61	683	0	0	4	0	0	0	0	0	0	0	0	5	4	0	8	0	0	0	0	0	0	0	0	0	0	0
Desulfurobacterium	111	643	0	0	19	0	0	0	0	0	0	0	0	4	6	0	34	0	0	0	0	0	0	0	0	0	0	0
Thermovibrio	57	116	0	0	1	0	0	0	0	0	0	0	0	18	27	0	7	0	0	0	0	0	0	0	0	0	0	0
Deferribacter	237	1889	5	27	5	0	0	0	2	0	1	0	2	7	4	0	7	0	0	1	1	1	0	0	0	0	0	0
Calditerrivibrio	189	822	0	0	258	0	0	0	0	1	0	0	0	270	287	0	66	0	0	0	0	0	12	0	20	0	2	0
Flexistipes	132	242	6	50	43	0	0	0	1	0	0	0	13	21	18	0	19	0	0	0	0	0	2	1	0	0	0	0
Geovibrio	101	2528	0	0	19	0	0	0	0	0	0	0	1	24	33	0	69	0	0	0	0	0	0	0	0	0	0	0
Denitrovibrio	38	704	0	0	8	0	0	0	0	0	0	0	0	2	6	0	10	0	0	0	0	0	0	0	0	0	0	0
CandidatusBabela	172	275	0	1	9	0	0	0	0	0	0	0	0	4	6	0	16	0	0	0	0	0	0	0	0	0	0	0
CandidatusBipolaricaulis	43	85	0	0	13	0	0	0	0	0	0	0	0	11	9	0	10	0	0	0	0	0	0	0	0	0	0	0
Vampirococcus	32	453	1	1	28	0	0	0	0	0	0	0	0	17	18	0	47	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacterium	342	2141	0	23	12	0	0	0	0	0	0	0	0	15	26	0	173	0	0	0	0	2	2	0	0	0	0	0
Caldimicrobium	124	409	0	0	10	0	0	0	0	0	0	0	0	8	1	0	26	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfatator	123	750	0	12	5	0	0	0	1	0	1	0	0	12	11	0	2	0	0	0	0	0	0	0	0	0	0	0
Nitrospira	166	9649	0	0	79	0	0	0	0	0	0	0	0	60	62	0	165	0	0	0	0	0	0	0	0	0	0	0
Leptospirillum	141	1574	0	0	194	0	0	0	0	0	0	0	0	176	263	0	119	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfovibrio	136	618	0	6	3	0	0	0	1	0	0	0	2	6	12	0	21	0	0	0	0	0	0	0	0	0	0	0
Aminobacterium	82	1591	43	444	6	0	3	7	3	0	5	4	28	13	12	0	21	0	2	15	17	30	8	1	1	0	3	0
Aminomonas	79	5058	3	0	117	0	0	0	0	3	0	0	4	81	117	0	208	0	0	0	0	1	0	0	0	0	0	0
Cloacibacillus	78	2366	0	11	418	0	0	0	1	0	0	0	3	224	308	0	565	0	0	0	0	0	0	1	0	0	0	0
Acetomicrobium	63	2268	3	44	8	0	0	0	0	0	0	0	3	8	12	0	133	0	0	0	0	0	0	0	0	0	0	0
Thermovirga	44	1144	0	0	10	0	0	0	0	0	0	0	0	10	26	0	15	0	0	0	0	0	0	0	0	0	0	0
Thermanaerovibrio	36	4150	0	10	127	0	0	0	0	0	0	0	2	37	54	0	199	0	0	0	0	0	0	0	0	0	0	0
Jonquetella	28	1696	1	2	70	0	0	0	0	0	0	0	0	35	46	0	125	0	0	0	0	0	0	0	0	0	0	0
Endomicrobium	106	377	0	5	21	0	0	0	0	0	0	0	0	13	10	0	17	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobium	104	2494	10	67	14	0	0	0	8	8	8	7	2	8	5	0	12	0	0	0	0	0	1	2	0	0	1	0
Dictyoglomus	280	1363	0	0	24	0	0	0	0	0	0	0	0	8	7	0	28	0	0	0	0	0	0	0	0	0	0	0
Caldithrix	197	2542	1	4	48	0	0	0	0	0	0	0	0	14	24	0	57	0	0	0	0	0	0	0	0	0	0	0
Caldisericum	92	1039	0	1	0	0	0	0	0	0	0	0	0	4	6	0	12	0	0	0	0	0	0	0	0	0	0	0
Coprothermobacter	55	182	5	18	74	0	0	0	0	1	0	2	10	27	12	0	35	0	0	0	0	0	1	0	0	0	10	0
Desulfurispirillum	27	1959	6	11	221	0	0	0	0	0	0	0	2	281	281	0	124	0	0	0	0	0	0	0	2	0	17	0
Frederiksenia	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusTremblaya	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sulfobacillus	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusSaccharimonas	0	2280	3	22	4	0	0	0	0	0	1	0	0	7	5	0	1	0	0	0	0	0	6	0	0	44	695	0
CandidatusHepatoplasma	0	0	282	1467	0	0	14	14	0	0	0	0	111	0	0	0	0	0	14	13	16	15	4	0	2	0	0	0
Mycoplasma	0	0	18	378	0	0	102	606	0	3	0	6	7	0	0	0	0	0	258	359	225	438	8	2	7	0	16	0
Acholeplasma	0	0	163	2360	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
Mesoplasma	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomicronema	0	0	2	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0
CandidatusPhytoplasma	0	0	0	16	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	45	0
Spiroplasma	0	0	0	21	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Entomoplasma	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptolyngbya	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pseudanabaena	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Chroococcidiopsis	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duncaniella	0	0	0	0	2251	0	0	0	0	0	0	0	0	3461	3422	2319	2022	0	0	0	0	0	0	0	0	0	0	0
Sulfolobus	0	0	0	0	5669	0	0	0	0	0	0	0	0	3219	3377	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidianus	0	0	0	0	28	0	0	0	0	0	0	0	0	32	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Metallosphaera	0	0	0	0	4	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurisphaera	0	0	0	0	3	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfodiicoccus	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stygiolobus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrobaculum	0	0	0	0	36	0	0	0	0	0	0	0	0	30	62	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldivirga	0	0	0	0	16	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoproteus	0	0	0	0	5	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vulcanisaeta	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermofilum	0	0	0	0	23	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidilobus	0	0	0	0	23	0	0	0	0	0	0	0	0	24	29	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosphaera	0	0	0	0	7	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcus	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermogladius	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylothermus	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Ignicoccus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrodictium	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidicoccus	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrosopelagicus	0	0	0	0	32	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrosotenuis	0	0	0	0	20	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrosotalea	0	0	0	0	5	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrososphaera	0	0	0	0	32	0	0	0	0	0	0	0	0	17	26	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrosocosmicus	0	0	0	0	4	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosopumilus	0	0	0	0	5	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorubrum	0	0	0	0	334	0	0	0	0	0	0	0	0	301	309	0	0	0	0	0	0	0	0	0	0	0	0	0
Halohasta	0	0	0	0	67	0	0	0	0	0	0	0	0	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0
Halopenitus	0	0	0	0	13	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinigranum	0	0	0	0	12	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloplanus	0	0	0	0	48	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloferax	0	0	0	0	39	0	0	0	0	0	0	0	0	31	45	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobellus	0	0	0	0	14	0	0	0	0	0	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloprofundus	0	0	0	0	13	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloquadratum	0	0	0	0	4	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Halalkaliarchaeum	0	0	0	0	13	0	0	0	0	0	0	0	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacterium	0	0	0	0	79	0	0	0	0	0	0	0	0	22	37	0	0	0	0	0	0	0	0	0	0	0	0	0
Salarchaeum	0	0	0	0	41	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halanaeroarchaeum	0	0	0	0	23	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Halodesulfurarchaeum	0	0	0	0	11	0	0	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Halostella	0	0	0	0	11	0	0	0	0	0	0	0	0	27	28	0	0	0	0	0	0	0	0	0	0	0	0	0
