Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Sphingomonas	2107	70915	0	7	763	0	0	0	0	0	0	0	0	622	783	0	1346	0	0	0	0	0	1	0	0	0	0	0
Sphingobium	1307	52353	0	0	668	0	0	0	3	0	0	0	0	451	584	0	1227	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium	826	17587	0	0	446	0	0	0	0	1	0	0	0	475	554	0	480	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis	776	32029	9	117	424	0	3	0	0	0	0	0	18	431	462	0	583	0	1	2	2	1	17	12	0	3	3	0
Sphingorhabdus	288	5583	0	0	51	0	0	0	0	0	0	0	0	69	51	0	117	0	0	0	0	0	0	0	0	0	0	0
Sphingosinicella	141	6907	0	0	48	0	0	0	0	0	0	0	0	34	41	0	38	0	0	0	0	0	0	0	0	0	0	0
Blastomonas	81	3272	0	0	23	0	0	0	0	0	0	0	0	18	14	0	53	0	0	0	0	0	0	0	0	0	0	0
Rhizorhabdus	52	2455	0	0	13	0	0	0	0	0	0	0	0	11	19	0	45	0	0	0	0	0	0	0	0	0	0	0
Sphingosinithalassobacter	43	2767	0	0	32	0	0	0	0	0	0	0	0	46	36	0	20	0	0	0	0	0	0	0	0	0	0	0
Tardibacter	42	5413	1	10	22	0	0	0	0	0	0	0	2	4	6	0	38	0	0	0	1	0	0	0	0	0	0	0
Citromicrobium	32	2562	0	0	54	0	0	0	0	0	0	0	0	27	24	0	198	0	0	0	0	0	0	0	0	0	0	0
Altererythrobacter	593	16287	1	19	606	0	0	1	0	0	0	0	1	447	616	0	524	0	2	0	1	3	0	0	0	0	0	0
Porphyrobacter	588	5494	0	0	109	0	0	0	0	0	0	0	0	97	78	0	273	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter	532	18411	0	3	322	0	0	0	1	0	0	0	0	416	466	0	283	0	0	0	2	0	1	0	0	0	0	0
Croceicoccus	181	4293	0	0	27	0	0	0	0	0	0	0	0	31	22	0	53	0	0	0	0	0	0	0	0	0	0	0
Qipengyuania	14	5210	0	0	13	0	0	0	0	0	0	0	0	21	12	0	10	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	1275	66067	0	0	483	0	0	0	0	0	0	0	0	381	441	0	976	0	0	0	0	0	0	0	0	0	0	0
Sulfitobacter	762	27619	0	0	496	0	0	0	0	0	0	0	0	843	682	0	517	0	0	0	0	0	0	0	0	0	0	0
Labrenzia	756	11271	0	0	230	0	0	0	0	0	0	0	0	227	321	0	189	0	0	0	0	0	0	0	0	0	0	0
Phaeobacter	635	12145	0	0	163	0	0	0	0	0	0	0	0	121	107	0	246	0	0	0	0	0	0	0	0	0	0	0
Rhodobacter	608	27557	0	0	236	0	0	0	0	0	0	0	0	155	207	0	418	0	0	0	0	0	0	0	0	0	0	0
Roseovarius	446	14540	0	0	100	0	0	0	0	0	0	0	0	115	154	0	205	0	0	0	0	0	0	0	0	0	0	0
Celeribacter	383	13829	0	0	171	0	0	0	0	0	0	0	0	118	146	0	369	0	0	0	0	0	0	0	0	0	0	0
Rhodovulum	223	11564	0	1	157	0	0	0	0	0	0	0	0	152	118	0	149	0	0	0	1	0	0	0	0	0	0	0
Ruegeria	209	6570	0	0	63	0	0	0	0	0	0	0	0	65	262	0	93	0	0	0	0	0	0	0	0	0	0	0
Leisingera	209	17140	0	0	118	0	0	0	0	0	0	0	0	58	85	0	247	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter	197	2457	0	0	63	0	0	0	0	0	0	0	0	32	61	0	64	0	0	0	0	0	0	0	0	0	0	0
Silicimonas	186	3272	0	0	20	0	0	0	0	0	0	0	0	6	2	0	95	0	0	0	0	0	0	0	0	0	0	0
Pannonibacter	184	6546	0	0	133	0	0	0	0	0	0	0	0	102	115	0	198	0	0	0	0	0	0	0	0	0	0	0
Yangia	156	7318	0	0	78	0	0	0	0	0	0	0	0	63	70	0	62	0	0	0	0	0	0	0	0	0	0	0
Octadecabacter	151	4068	0	0	39	0	0	0	0	0	0	0	0	27	32	0	65	0	0	0	0	0	0	0	0	0	0	0
Paraoceanicella	148	6400	0	0	57	0	0	0	0	0	0	0	0	59	78	0	76	0	0	0	0	0	0	0	0	0	0	0
Stappia	146	7994	0	0	297	0	0	0	0	0	0	0	0	338	406	0	191	0	0	0	0	0	0	0	0	0	0	0
Confluentimicrobium	136	8270	0	0	42	0	0	0	0	0	0	0	0	16	25	0	35	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodobacter	126	1286	0	0	10	0	0	0	0	0	0	0	0	5	10	0	17	0	0	0	0	0	0	0	0	0	0	0
Sagittula	120	2978	0	0	88	0	0	0	0	0	0	0	0	33	42	0	111	0	0	0	0	0	0	0	0	0	0	0
Haematobacter	110	3386	0	0	24	0	0	0	0	0	0	0	0	10	21	0	51	0	0	0	0	0	0	0	0	0	0	0
Epibacterium	109	3100	0	0	31	0	0	0	0	0	0	0	0	20	30	0	45	0	0	0	0	0	0	0	0	0	0	0
Pelagibaca	103	2101	0	0	40	0	0	0	0	0	0	0	0	37	65	0	89	0	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium	103	7212	0	0	71	0	0	0	0	0	0	0	0	35	54	0	60	0	0	0	0	0	0	0	0	0	0	0
Pseudovibrio	95	1644	0	0	3	0	0	0	0	0	0	0	0	11	13	0	10	0	0	0	0	0	0	0	0	0	0	0
Roseobacter	91	2774	0	0	31	0	0	0	0	0	0	0	0	10	22	0	22	0	0	0	0	0	0	0	0	0	0	0
Sedimentitalea	86	1735	0	0	7	0	0	0	0	0	0	0	0	9	15	0	17	0	0	0	0	0	0	0	0	0	0	0
Roseivivax	85	7587	0	0	30	0	0	0	0	0	0	0	0	47	31	0	79	0	0	0	0	0	0	0	0	0	0	0
Tateyamaria	78	976	0	0	16	0	0	0	0	0	0	0	0	11	14	0	27	0	0	0	0	0	0	0	0	0	0	0
Boseongicola	78	1889	0	0	26	0	0	0	0	0	0	0	0	7	14	0	37	0	0	0	0	0	0	0	0	0	0	0
Halovulum	74	990	0	0	16	0	0	0	0	0	0	0	0	15	28	0	39	0	0	0	0	0	0	0	0	0	0	0
Roseibacterium	72	1255	0	0	8	0	0	0	0	0	0	0	0	8	3	0	5	0	0	0	0	0	0	0	0	0	0	0
Defluviimonas	72	3693	0	0	58	0	0	0	0	0	0	0	0	40	52	0	59	0	0	0	0	0	0	0	0	0	0	0
Antarctobacter	59	4893	0	0	9	0	0	0	0	0	0	0	0	6	9	0	19	0	0	0	0	0	0	0	0	0	0	0
Gemmobacter	55	12479	0	0	56	0	0	0	0	0	0	0	0	11	19	0	61	0	0	0	0	0	0	0	0	0	0	0
Marinovum	54	3532	0	0	26	0	0	0	0	0	0	0	0	26	47	0	26	0	0	0	0	0	0	0	0	0	0	0
Fluviibacterium	53	3554	0	0	161	0	0	0	0	0	0	0	0	181	192	0	105	0	0	0	0	0	0	0	0	0	0	0
Marivivens	50	730	0	0	10	0	0	0	0	0	0	0	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	0
Rhodobaca	50	279	0	0	13	0	0	0	0	0	0	0	0	15	27	0	14	0	0	0	0	0	0	0	0	0	0	0
Oceanicola	46	5374	0	0	124	0	0	0	0	0	0	0	0	76	100	0	159	0	0	0	0	0	0	0	0	0	0	0
Brevirhabdus	44	5372	0	0	72	0	0	0	0	0	0	0	0	56	49	0	77	0	0	0	1	0	0	0	0	0	0	0
Tabrizicola	42	1146	0	0	35	0	0	0	0	0	0	0	0	17	25	0	202	0	0	0	0	0	0	0	0	0	0	0
Jannaschia	42	1838	0	0	32	0	0	0	0	0	0	0	0	24	28	0	102	0	0	0	0	0	0	0	0	0	0	0
Thalassococcus	37	1043	0	0	31	0	0	0	0	0	0	0	0	28	42	0	79	0	0	0	0	0	0	0	0	0	0	0
Pseudohalocynthiibacter	35	1758	0	0	15	0	0	0	0	0	0	0	0	8	5	0	5	0	0	0	0	0	0	0	0	0	0	0
Halocynthiibacter	32	342	0	0	6	0	0	0	0	0	0	0	0	16	8	0	21	0	0	0	0	0	0	0	0	0	0	0
Litoreibacter	29	1398	0	0	21	0	0	0	0	0	0	0	0	8	18	0	15	0	0	0	0	0	0	0	0	0	0	0
Maribius	24	430	0	0	33	0	0	0	0	0	0	0	0	22	15	0	89	0	0	0	0	0	0	0	0	0	0	0
Salipiger	23	5982	0	0	54	0	0	0	0	0	0	0	0	22	46	0	46	0	0	0	0	0	0	0	0	0	0	0
Yoonia	13	4201	0	0	27	0	0	0	0	0	0	0	0	17	32	0	77	0	0	0	0	0	0	0	0	0	0	0
Thioclava	13	1031	0	4	12	0	0	0	0	0	0	0	0	34	15	0	114	0	0	0	0	0	0	0	0	0	0	0
Hyphomonas	146	10354	0	0	116	0	0	0	0	0	0	0	0	46	79	0	196	0	0	0	0	0	0	0	0	0	0	0
Maricaulis	104	3524	2	4	23	0	0	0	0	0	0	0	0	30	28	0	14	0	0	0	0	0	0	0	0	0	0	0
Hirschia	84	212	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Glycocaulis	22	3916	0	0	24	0	0	0	0	0	0	0	0	15	20	0	27	0	0	0	0	0	0	0	0	0	0	0
Caulobacter	2408	29574	0	0	315	0	0	0	0	0	1	0	0	228	278	0	572	0	0	0	0	1	0	0	0	0	0	0
Brevundimonas	1035	34545	0	1	578	0	0	0	0	0	0	0	1	545	627	0	665	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium	367	5501	1	33	105	0	0	0	0	0	0	0	1	85	101	0	145	0	0	0	0	0	0	0	0	0	0	0
Asticcacaulis	122	3863	0	1	86	0	0	0	0	0	0	0	0	66	63	0	147	0	0	0	0	0	0	0	0	0	0	0
Rickettsia	1431	6982	8	23	90	0	0	0	0	1	0	1	29	50	70	0	524	0	0	0	1	0	90	1	4	5	73	0
Orientia	380	931	29	114	14	0	0	0	3	2	1	1	11	6	5	0	19	0	1	0	0	1	0	0	0	0	0	0
CandidatusSneabacter	19	109	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusPhycorickettsia	58	102	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Ehrlichia	713	3547	0	12	7	0	0	0	0	0	0	0	3	13	3	0	29	0	0	0	0	0	2	0	0	0	5	0
Wolbachia	633	2296	4	16	22	0	0	0	0	0	0	0	0	15	14	0	39	0	0	0	0	0	0	0	3	0	0	0
Anaplasma	130	389	0	1	22	0	0	0	0	0	0	1	0	27	16	0	16	0	0	0	0	0	0	0	1	0	0	0
Neorickettsia	63	1009	0	0	0	0	0	0	0	0	0	0	0	9	6	0	9	0	0	0	0	0	0	0	0	0	0	0
CandidatusMidichloria	52	369	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	1	0	1	0	0	0
CandidatusFokinia	46	123	0	0	3	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	1	0
CandidatusDeianiraea	74	361	1	3	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
CandidatusPelagibacter	655	2932	1	12	180	0	1	0	0	0	0	0	0	279	182	0	72	0	1	1	0	0	3	0	0	0	0	0
CandidatusCytomitobacter	128	593	0	0	5	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CandidatusNesciobacter	66	240	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusParacaedibacter	138	479	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0
CandidatusNucleicultrix	109	354	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	1	1	0	0	0
Phreatobacter	320	16701	0	0	203	0	0	0	0	0	0	0	0	91	106	0	245	0	0	0	0	0	0	0	0	0	0	0
Polymorphum	86	6164	0	0	74	0	0	0	0	0	0	0	0	39	48	0	122	0	0	0	0	0	0	0	0	0	0	0
CandidatusPuniceispirillum	81	1474	0	1	2	0	0	0	0	0	0	0	0	2	15	0	5	0	0	0	0	0	0	0	0	0	0	0
Micavibrio	41	2571	0	1	39	0	0	0	0	0	0	0	1	14	23	0	36	0	0	0	0	0	0	0	0	0	0	0
Emcibacter	144	2028	1	4	213	0	0	0	0	0	1	0	4	265	346	0	164	0	0	0	0	0	0	0	0	0	0	0
Magnetococcus	99	1551	0	0	23	0	0	0	0	0	0	0	0	19	20	0	45	0	0	0	0	0	0	0	0	0	0	0
Parvularcula	47	1537	0	2	8	0	0	0	0	0	0	0	1	1	2	0	7	0	0	0	0	0	1	0	0	0	0	0
Burkholderia	7238746	333439	16	124	226873	0	0	0	6	96	0	0	0	129620	323713	0	149168	0	0	0	0	0	1144	0	0	0	7	0
Cupriavidus	121211	262714	0	1	3550	0	0	0	1094	1703	1238	381	0	2365	3106	0	3111	0	0	0	0	0	0	0	0	0	1	0
Ralstonia	12162	196402	0	5	975	0	0	0	11	9	0	0	0	563	800	0	803	0	0	0	0	371	0	0	0	0	0	0
Paraburkholderia	2802	134658	0	1	733	0	0	0	0	0	0	0	0	626	778	0	1035	0	0	0	0	0	0	0	0	0	0	0
Pandoraea	810	94200	0	0	396	0	0	0	0	0	0	0	0	280	376	0	649	0	0	0	0	0	0	0	0	0	0	0
Polynucleobacter	630	21634	0	63	90	0	0	0	0	0	0	0	0	66	85	0	238	0	0	0	0	0	0	0	0	0	0	0
Caballeronia	150	2439	0	0	25	0	0	0	0	0	0	0	0	14	14	0	38	0	0	0	0	0	0	0	0	0	0	0
Mycoavidus	81	3048	5	14	2	0	0	0	0	0	0	0	3	1	4	0	4	0	0	0	0	0	0	0	0	0	2	0
Ephemeroptericola	72	6360	0	0	5	0	0	0	0	0	0	0	0	10	16	0	15	0	0	0	0	0	0	0	0	0	0	0
Lautropia	60	127041	0	1	71	0	0	0	0	0	0	0	0	63	52	0	86	0	240	0	0	0	26	0	0	228	601	0
Mycetohabitans	58	3820	0	0	14	0	0	0	0	0	0	0	0	12	18	0	16	0	0	0	0	0	0	0	0	0	0	0
Variovorax	1257	543620	0	0	631	0	0	0	0	0	0	0	0	474	616	0	921	0	0	0	0	0	0	0	0	0	0	0
Acidovorax	897	1038153	0	0	493	0	0	0	0	0	0	0	0	386	486	0	590	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga	712	403053	0	1	476	0	0	0	0	0	0	0	0	503	569	0	311	0	0	0	0	0	0	0	0	0	0	0
Comamonas	626	751766	0	2	252	0	0	0	0	3	0	1	0	191	279	0	305	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax	378	243406	0	0	153	0	0	0	0	0	0	0	0	73	117	0	245	0	0	0	0	0	0	0	0	0	0	0
Delftia	328	233281	0	0	130	0	0	0	0	0	0	0	0	65	103	0	241	0	0	0	0	0	0	0	0	0	0	0
Polaromonas	234	131326	0	0	105	0	0	0	0	0	0	0	1	80	69	0	94	0	0	0	0	0	0	0	0	0	0	0
Ramlibacter	182	129407	0	0	149	0	0	0	0	0	0	0	0	86	96	0	159	0	0	0	0	0	0	0	0	0	0	0
Ottowia	163	565704	0	0	52	0	0	0	0	0	0	1	0	36	58	0	79	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans	132	71193	0	5	29	0	0	0	0	0	0	0	1	31	40	0	34	0	0	0	0	0	0	0	0	0	0	0
Pulveribacter	117	168948	0	0	12	0	0	0	0	0	0	0	0	26	16	0	29	0	0	0	0	0	0	0	0	0	0	0
Simplicispira	99	90100	0	0	15	0	0	0	0	0	0	0	0	6	18	0	15	0	0	0	0	0	0	0	0	0	0	0
Verminephrobacter	93	78734	0	0	34	0	0	0	0	0	0	0	0	20	22	0	25	0	0	0	0	0	0	0	0	0	0	0
Alicycliphilus	82	111404	0	0	31	0	0	0	0	0	0	0	0	34	34	0	67	0	0	0	0	0	0	0	0	0	2	0
Diaphorobacter	69	208698	0	0	4	0	0	0	0	0	0	0	0	12	11	0	19	0	0	0	0	0	0	0	0	0	0	0
Curvibacter	59	28671	0	1	11	0	0	0	0	0	0	0	0	13	17	0	24	0	0	0	0	0	0	0	0	0	0	0
Melaminivora	59	144361	0	0	42	0	0	0	0	0	0	0	0	34	29	0	24	0	0	0	0	0	0	0	0	0	0	0
Serpentinomonas	54	155978	0	0	211	0	0	0	0	0	0	0	0	368	439	0	182	0	0	0	0	0	0	0	0	0	0	0
Hylemonella	38	63105	0	0	32	0	0	0	0	0	0	0	0	60	30	0	29	0	0	0	0	0	0	0	0	0	0	0
CandidatusSymbiobacter	28	11581	0	0	17	0	0	0	0	0	0	0	0	14	12	0	92	0	0	0	0	0	0	0	0	0	0	0
Bordetella	1604	263788	1	30	760	0	0	0	0	0	0	9	16	684	766	0	1508	0	0	0	0	0	235	0	7	0	269	0
Achromobacter	1259	268423	41	215	715	0	455	0	0	0	0	0	69	592	682	0	949	0	276	145	315	0	17	0	0	0	0	0
Alcaligenes	586	53250	0	0	51	0	0	0	0	0	0	0	0	70	113	0	196	0	0	0	0	0	0	0	0	0	0	0
Taylorella	190	1827	0	0	17	0	0	0	0	0	0	0	0	1	3	0	8	0	0	0	0	0	0	0	0	0	1	0
Pelistega	172	484	0	0	8	0	0	0	0	0	0	0	0	26	15	0	6	0	0	0	0	0	0	0	0	0	0	0
Pigmentiphaga	167	25381	1	0	106	0	0	0	0	0	0	0	0	106	120	0	125	0	0	0	0	0	0	0	0	0	0	0
Advenella	164	12683	0	0	62	0	0	0	0	2	0	0	0	68	90	0	80	0	0	0	0	0	0	0	0	0	0	0
Pusillimonas	152	21503	0	0	15	0	0	0	0	0	0	0	0	7	34	0	20	0	0	0	0	0	0	0	0	0	0	0
Orrella	54	15443	0	0	31	0	0	0	0	0	0	0	0	36	43	0	220	0	0	0	0	0	0	0	0	0	0	0
Kerstersia	53	22651	0	0	60	0	0	0	0	0	0	0	0	31	36	0	94	0	0	0	0	0	0	0	0	0	0	0
Castellaniella	50	26327	0	0	87	0	0	0	0	0	0	0	0	52	65	0	132	0	0	0	0	0	0	0	0	0	0	0
Oligella	40	2917	2	4	19	0	0	0	1	0	4	0	1	16	14	0	5	0	0	0	0	0	0	0	0	0	0	0
Basilea	34	330	1	14	2	0	0	0	0	0	0	0	0	3	1	0	6	0	0	0	0	0	0	0	0	0	6	0
Paenalcaligenes	27	1432	0	1	1	0	0	0	0	0	0	0	0	9	14	0	15	0	0	0	0	0	0	0	0	0	0	0
Massilia	1131	133532	0	9	638	0	0	0	0	0	0	0	0	654	651	0	1015	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium	777	87071	0	5	309	0	0	0	12	0	0	0	0	338	403	0	406	0	0	0	0	0	0	0	0	0	0	0
Undibacterium	764	11196	0	0	37	0	0	0	0	0	0	0	0	89	85	0	114	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum	483	91271	0	0	225	0	0	0	0	0	0	0	0	173	240	0	674	0	0	0	0	0	0	0	0	0	0	0
Collimonas	364	42893	0	51	153	0	0	0	0	0	0	0	0	111	130	0	262	0	0	0	0	0	0	0	0	0	0	0
Herminiimonas	95	12337	0	0	33	0	0	0	0	0	0	0	0	18	29	0	36	0	0	0	0	0	0	0	0	0	0	0
Noviherbaspirillum	75	15049	0	0	33	0	0	0	0	0	0	0	0	36	31	0	35	0	0	0	0	0	0	0	0	0	0	0
Oxalobacter	20	1719	19	1117	4389	0	0	0	0	0	0	0	0	36	27	0	7382	0	0	0	0	0	0	0	0	0	0	0
Thiomonas	251	74429	0	0	80	0	0	0	0	0	0	0	0	53	66	0	167	0	0	0	0	0	0	0	0	0	0	0
Methylibium	247	29354	0	0	30	0	0	0	0	0	0	0	0	49	57	0	70	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus	157	34540	0	0	70	0	0	0	0	0	0	0	0	32	53	0	117	0	0	0	0	0	0	0	0	0	0	0
Roseateles	155	29791	0	0	34	0	0	0	0	0	0	0	0	30	40	0	102	0	0	0	0	0	0	0	0	0	0	0
Mitsuaria	132	22820	0	0	159	0	0	0	0	0	0	0	0	240	208	0	152	0	0	0	0	0	0	0	0	0	0	0
Paucibacter	99	54208	0	0	34	0	0	0	0	0	0	0	0	39	40	0	27	0	0	0	0	0	0	0	0	0	0	0
Aquabacterium	80	23201	0	16	72	0	0	0	0	0	0	0	0	134	97	0	33	0	0	0	0	0	0	0	0	0	0	0
Leptothrix	78	40367	0	0	39	0	0	0	0	0	0	0	0	30	36	0	171	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter	77	29375	0	0	65	0	0	0	0	0	0	0	0	16	27	0	110	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax	76	40498	0	0	41	0	0	0	0	0	0	0	0	30	27	0	56	0	0	0	0	0	0	0	0	0	0	0
Inhella	70	32644	0	0	51	0	0	0	0	0	0	0	0	34	28	0	58	0	0	0	0	0	0	0	0	0	0	0
Xylophilus	65	58656	0	0	51	0	0	0	0	0	0	0	0	39	48	0	83	0	0	0	0	0	0	0	0	0	0	0
Sutterella	47	11211	5	3	229	0	76	0	2	1	0	1	0	312	406	0	259	0	68	0	0	6	75	0	0	0	0	0
Neisseria	1310	3092198	0	5	814	0	0	0	0	1	4	1	3	931	1202	0	846	0	0	0	0	0	0	0	0	127	23447	0
Snodgrassella	137	13197	0	1	26	0	0	0	0	0	0	0	0	43	36	0	22	0	0	0	0	0	0	0	0	0	0	0
Vitreoscilla	104	51919	1	10	42	0	0	0	2	0	0	1	1	47	36	0	53	0	0	0	0	0	0	0	0	0	123	0
Eikenella	88	386953	0	0	43	0	0	0	0	0	0	0	0	40	70	0	74	0	0	0	0	0	0	52	0	1084	2448	0
Chitinolyticbacter	69	8933	0	0	23	0	0	0	0	0	0	0	0	45	52	0	138	0	0	0	0	0	0	0	0	0	0	0
Simonsiella	68	7609	0	0	35	0	0	0	0	0	0	0	0	87	46	0	24	0	0	0	0	0	0	0	0	7	18	0
Kingella	60	22976	0	0	168	0	0	0	0	0	0	0	0	221	239	0	28	0	0	0	0	0	0	0	0	0	0	0
Crenobacter	48	18461	0	0	14	0	0	0	0	0	0	0	0	13	16	0	117	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium	507	113877	0	0	269	0	0	0	0	0	0	0	0	300	336	0	464	0	0	0	0	0	0	0	0	0	0	0
Iodobacter	129	3500	0	0	18	0	0	0	18	0	21	0	2	18	19	0	23	0	0	0	0	0	0	0	0	0	0	0
Aquitalea	328	57040	0	0	104	0	0	0	0	0	0	0	0	63	79	0	220	0	0	0	0	0	0	0	0	0	0	0
Pseudogulbenkiania	92	22248	0	0	25	0	0	13	0	0	0	0	0	14	33	0	48	0	0	0	0	0	0	0	0	0	0	0
Laribacter	83	28034	0	4	42	0	0	0	0	4	0	6	1	32	39	0	93	0	0	0	0	0	0	268	0	0	0	0
Microvirgula	52	12106	0	0	46	0	0	0	0	0	0	0	0	24	19	0	155	0	0	0	0	0	0	0	0	0	1	0
Aquaspirillum	48	37644	0	0	46	0	0	0	0	0	0	0	0	20	41	0	71	0	0	0	0	0	0	0	0	0	0	0
Vogesella	46	23649	0	0	79	0	0	0	0	0	0	0	0	58	95	0	134	0	0	0	0	0	0	0	0	0	0	0
Jeongeupia	39	10309	1	7	78	0	0	0	0	3	0	0	0	118	89	0	56	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas	1108	9060	10	87	61	0	1	0	0	2	1	0	11	41	47	0	90	0	0	3	0	0	8	3	0	0	0	0
Nitrosospira	170	9966	0	0	47	0	0	0	0	0	0	0	0	63	47	0	85	0	0	0	0	0	0	0	0	0	0	0
CandidatusMethylopumilus	451	5725	0	0	20	0	0	0	0	0	0	0	0	10	15	0	121	0	0	0	0	0	0	0	0	0	0	0
Methylotenera	157	4385	0	0	17	0	0	0	0	0	0	0	0	26	45	0	20	0	0	0	0	0	0	0	0	0	0	0
Methylophilus	105	5750	0	0	7	0	0	0	0	0	0	0	0	17	19	0	22	0	0	0	0	0	0	0	0	0	0	0
Methylobacillus	57	7478	0	0	7	0	0	0	0	0	0	0	0	5	18	0	15	0	0	0	0	0	0	0	0	0	0	0
Methylovorus	44	10241	0	0	68	0	0	0	0	0	0	0	0	116	101	0	48	0	0	0	0	0	0	0	0	0	0	0
Sterolibacterium	319	17285	7	36	15	0	0	0	5	12	5	2	2	15	30	0	65	0	0	0	0	0	287	0	0	0	0	0
Denitratisoma	143	17659	1	18	96	0	0	0	13	7	0	5	1	126	126	0	66	0	0	0	0	0	400	0	0	0	0	0
Methyloversatilis	85	11071	0	0	32	0	0	0	0	0	0	0	0	32	20	0	61	0	0	0	0	0	0	0	0	0	0	0
Sulfuritalea	74	10204	0	0	50	0	0	0	0	0	0	0	0	41	60	0	43	0	0	0	0	0	0	0	0	0	0	0
Sulfuriferula	161	18133	0	0	215	0	0	0	0	0	0	0	0	255	277	0	111	0	0	0	0	0	0	0	0	0	0	0
Sulfuricella	68	8356	0	0	11	0	0	0	0	0	0	0	0	8	17	0	47	0	0	0	0	0	0	0	0	0	0	0
Gallionella	54	6092	0	1	36	0	0	0	0	0	0	0	0	46	28	0	63	0	0	0	0	0	0	0	0	0	1	0
Ferriphaselus	53	6171	0	1	19	0	0	0	0	0	0	0	0	23	9	0	22	0	0	0	0	0	0	0	0	0	0	0
Sideroxydans	30	6413	0	0	20	0	0	0	0	0	0	0	0	24	24	0	36	0	0	0	0	0	0	0	0	0	0	0
Thiobacillus	35	7105	0	0	19	0	0	0	0	0	0	0	0	29	26	0	46	0	0	0	0	0	128	0	0	0	0	0
Sulfuritortus	7	23761	0	8	23	0	0	0	0	0	0	0	0	31	34	0	48	0	0	0	0	0	0	0	0	0	0	0
Thauera	761	94243	1	19	218	0	0	0	0	0	0	0	0	125	173	0	334	0	0	0	0	0	0	0	0	0	0	0
Azoarcus	693	99418	0	0	316	0	0	0	0	0	0	0	0	230	243	0	433	0	0	0	0	0	0	0	0	0	0	0
Azospira	62	19594	0	0	74	0	0	0	0	0	0	0	0	52	74	0	163	0	0	0	0	0	0	0	0	0	0	0
Oryzomicrobium	56	11818	1	4	63	0	0	0	0	0	0	0	0	30	50	0	74	0	0	0	0	0	0	0	0	0	0	0
Aromatoleum	41	4118	0	0	31	0	0	0	0	0	0	0	0	26	48	0	55	0	0	0	0	0	0	0	0	0	0	0
Dechloromonas	77	16671	0	0	25	0	0	0	0	0	0	0	0	39	54	0	29	0	0	0	0	0	0	0	0	0	0	0
CandidatusKinetoplastibacterium	496	5898	0	1	8	0	0	0	0	0	0	0	0	9	8	0	15	0	0	0	0	0	0	0	0	0	0	0
Casimicrobium	69	9390	0	0	30	0	0	0	0	0	0	0	0	19	34	0	35	0	0	0	0	0	0	0	0	0	0	0
CandidatusAccumulibacter	69	12003	0	2	42	0	0	0	0	1	0	0	0	46	40	0	97	0	0	0	0	0	0	0	0	0	0	0
CandidatusProfftella	51	1834	0	4	8	0	0	0	0	0	0	0	0	7	5	0	29	0	0	0	0	0	0	0	0	0	1	0
CandidatusNasuia	25	36	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Klebsiella	494494	55339	2	45	27800	0	1	0	1	76	0	0	5	61354	21937	0	25672	0	0	0	0	9	1	0	1	0	10	0
