Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Hydrogenimonas	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciceribacter	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oricola	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salaquimonas	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Labrys	0	36	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseibium	0	31	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Aurantimonas	0	12	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodomicrobium	0	9	0	0	2	0	2	0	6	2	0	0	0	0	4	0	0	0	0	38	46	84	9	7	0	0	0	0	0
Blastochloris	0	55	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodoplanes	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrihabitans	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocella	0	26	1	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvibaculum	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acuticoccus	0	18	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohaesibacter	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lichenihabitans	0	12	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polymorphum	0	31	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neotabrizicola	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevirhabdus	0	21	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Falsirhodobacter	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudopuniceibacterium	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pukyongiella	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tabrizicola	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Profundibacter	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pikeienuella	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibrevibacter	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudooceanicola	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodobacter	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planktomarina	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudohalocynthiibacter	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gymnodinialimonas	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseivivax	0	48	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sagittula	0	25	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actibacterium	0	24	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanicola	0	18	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ponticoccus	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassobius	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseibacterium	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loktanella	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassococcus	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Falsihalocynthiibacter	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hankyongella	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Aquisediminimonas	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasphingopyxis	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citromicrobium	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingopyxis	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurantiacibacter	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelagerythrobacter	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croceibacterium	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sandaracinobacteroides	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polymorphobacter	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoasaia	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bombella	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ferrovibrio	0	18	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pararhodospirillum	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haematospirillum	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
Elioraea	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Terricaulis	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusSneabacter	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Maricaulis	0	21	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	2	0	1	0
Marinicauda	0	17	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micavibrio	0	15	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CandidatusPuniceispirillum	0	10	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquisalinus	0	13	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	1	1	0	3	0	1	0	0	0
Hydrogenophilus	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Capnocytophaga	0	32319	249	0	3	50	142	0	0	0	0	0	0	0	33	41	29	30	371	0	0	0	0	0	0	0	21	388	0
Flavobacterium	0	1743	28	3	7	352	24	0	0	3	0	0	0	2	235	316	193	258	9	1	0	0	0	14	0	0	0	1	0
Polaribacter	0	308	8	0	0	47	4	0	0	0	0	0	0	0	22	62	37	44	2	0	0	0	0	0	0	0	0	0	2
Myroides	0	195	3	0	0	12	2	0	0	0	0	0	0	0	33	17	5	6	0	0	0	0	0	0	0	0	0	0	0
Winogradskyella	0	181	4	3	2	13	1	0	0	1	0	0	0	1	7	12	10	11	1	0	0	0	0	0	0	0	0	0	0
Muricauda	0	153	1	0	0	16	0	0	0	0	0	1	0	0	6	27	14	11	0	0	0	0	0	0	0	0	0	0	0
Amniculibacterium	0	149	4	0	0	2	0	0	0	0	0	0	0	0	3	1	3	3	1	0	0	0	0	0	0	0	15	670	0
Tenacibaculum	0	138	3	0	19	26	0	0	0	0	0	0	0	6	8	28	5	30	2	0	0	0	0	0	1	0	0	0	0
Nonlabens	0	131	1	0	0	10	2	0	0	0	0	0	0	0	5	7	9	6	0	1	0	0	0	0	0	0	0	5	0
Maribacter	0	115	1	0	3	4	4	0	0	0	0	0	0	1	4	14	12	12	0	0	0	0	0	0	0	0	0	1	0
Aquimarina	0	114	1	0	0	20	1	0	0	1	0	0	0	0	7	7	3	49	0	0	0	0	0	0	0	0	0	0	0
Gramella	0	105	5	0	0	21	1	0	0	0	0	0	0	0	7	10	12	17	1	0	0	0	0	0	0	0	0	4	0
Formosa	0	95	0	0	1	11	0	0	0	0	0	0	0	0	6	17	10	12	0	0	0	0	0	0	0	0	0	0	0
Cellulophaga	0	90	3	0	0	18	3	0	0	0	0	0	0	0	26	26	27	14	0	0	0	0	0	0	0	0	0	0	0
Salegentibacter	0	81	0	0	0	9	0	0	0	0	0	0	0	0	10	6	14	13	0	0	0	0	0	0	0	0	0	0	0
Lacinutrix	0	78	0	0	0	9	2	0	0	0	0	0	0	0	6	13	10	5	2	0	0	0	0	0	0	0	0	0	0
Algibacter	0	66	1	0	0	0	1	0	0	0	0	0	0	0	2	6	2	14	1	0	0	0	0	0	0	0	0	0	0
Lutibacter	0	61	0	0	0	5	1	0	0	0	0	0	0	0	9	6	7	6	0	0	0	0	0	0	0	0	0	0	0
Zunongwangia	0	49	1	0	0	2	0	0	0	0	0	0	0	0	3	8	5	5	0	0	0	0	0	0	0	0	0	0	0
Flagellimonas	0	48	1	0	0	2	0	0	0	0	0	0	0	0	3	2	5	9	0	0	0	0	0	0	0	0	0	0	0
Aequorivita	0	48	0	0	0	7	0	0	0	0	0	0	0	0	6	3	3	4	0	0	0	0	0	0	0	0	0	0	0
Antarcticibacterium	0	46	1	0	0	3	0	0	0	0	0	0	0	0	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0
Dokdonia	0	46	0	0	0	8	0	0	0	0	0	0	0	0	4	7	2	0	1	0	0	0	0	0	0	0	0	0	0
Kordia	0	45	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0
Seonamhaeicola	0	40	1	0	0	4	0	0	0	0	0	0	0	0	3	6	2	3	0	0	0	0	0	0	0	0	0	0	0
Urechidicola	0	40	1	0	0	1	1	0	0	0	0	0	0	0	1	3	2	5	0	0	0	0	0	0	0	0	0	0	0
Olleya	0	37	0	0	0	7	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Arenibacter	0	37	2	0	0	3	0	0	0	0	0	0	0	0	2	5	1	12	0	0	0	0	0	0	0	0	0	0	0
Zobellia	0	32	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	7	0	0	0	0	0	0	0	0	0	0	0
Mariniflexile	0	30	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesoflavibacter	0	30	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Aureibaculum	0	29	0	0	0	3	0	0	0	0	0	0	0	0	8	3	2	3	0	0	0	0	0	0	0	0	0	0	0
Psychroflexus	0	27	0	0	1	2	0	0	0	0	0	0	0	0	2	2	4	9	0	0	0	0	0	0	0	0	0	0	0
Euzebyella	0	27	0	0	1	4	0	0	0	0	0	0	0	1	3	5	2	1	0	0	0	0	0	0	0	0	0	0	0
Abyssalbus	0	26	0	0	0	5	1	0	0	0	0	0	0	0	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0
Costertonia	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0
Wenyingzhuangia	0	25	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Flavivirga	0	23	1	0	0	2	2	0	0	0	0	0	0	0	5	2	3	3	1	0	0	0	0	0	0	0	0	0	0
Gilvibacter	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Changchengzhania	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0
Zhouia	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0
Leeuwenhoekiella	0	20	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	6	1	0	0	0	0	0	0	0	0	0	0
Salinimicrobium	0	18	1	0	0	6	0	0	0	0	0	0	0	0	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0
Rasiella	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Constantimarinum	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
Sediminicola	0	17	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gillisia	0	17	1	0	0	0	1	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusArcticimaribacter	0	16	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinomicrobium	0	16	0	0	0	3	0	0	0	0	0	0	0	0	2	6	3	3	0	0	0	0	0	0	0	0	0	0	0
Tamlana	0	15	0	0	0	10	0	0	0	0	0	0	0	0	3	8	8	23	0	0	0	0	0	0	0	0	0	0	0
Galbibacter	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Marixanthomonas	0	14	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
Croceibacter	0	13	1	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Bizionia	0	13	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Sabulilitoribacter	0	12	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Aggregatimonas	0	12	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Muriicola	0	11	0	0	0	2	0	0	0	0	0	0	0	0	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0
Robiginitalea	0	10	1	0	0	7	0	0	0	0	0	0	1	0	6	3	4	6	0	0	0	0	0	0	0	0	0	0	0
Siansivirga	0	9	1	0	0	9	0	0	0	0	0	0	0	0	17	18	3	4	0	0	0	0	0	0	0	2	0	0	0
Psychroserpens	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0
Pukyongia	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
Aegicerativicinus	0	4	0	0	0	4	0	0	0	0	0	0	0	0	6	7	3	1	1	0	0	0	0	0	0	0	0	0	0
Oceanihabitans	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	0	4363	41	1	0	186	50	0	0	1	2	2	0	0	137	179	165	201	19	0	0	0	0	0	0	0	0	1	0
Kaistella	0	555	5	0	0	18	2	0	0	0	0	0	0	0	10	10	14	21	0	0	0	0	0	0	0	0	0	20	0
Epilithonimonas	0	234	5	0	0	24	3	0	0	0	0	0	0	0	34	31	17	14	2	0	0	0	0	0	0	0	0	0	0
Riemerella	0	497	2	0	0	11	1	0	0	0	0	0	0	0	10	6	8	3	4	0	0	0	0	0	0	0	0	102	0
Elizabethkingia	0	449	8	0	0	21	1	0	0	0	0	0	0	0	11	13	16	26	4	0	0	0	0	0	0	0	0	17	0
Cloacibacterium	0	307	4	0	0	11	2	0	0	0	0	0	0	0	8	0	3	0	2	0	0	0	0	0	0	0	0	0	0
Bergeyella	0	139	4	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0
Ornithobacterium	0	95	2	0	0	3	0	0	0	0	0	0	0	0	7	6	86	3	0	0	0	0	0	0	0	0	0	0	0
Cruoricaptor	0	92	2	0	0	0	1	0	0	0	0	0	0	0	2	2	5	3	0	0	0	0	0	0	0	0	0	0	0
Empedobacter	0	90	0	0	0	20	1	0	0	0	0	0	0	0	14	27	8	8	1	0	0	0	0	0	0	0	0	0	0
Apibacter	0	83	2	0	0	0	2	0	0	0	0	0	0	0	6	9	2	4	0	0	0	0	0	0	0	0	0	3	0
Faecalibacter	0	21	0	0	3	12	0	0	0	0	0	0	0	0	10	16	3	3	0	0	0	0	0	0	0	0	0	0	0
Weeksella	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	0	1	0	0	0	0	0	0	0	0	0
Blattabacterium	0	165	1	5	23	13	4	0	0	0	0	0	0	8	9	16	28	32	0	1	0	0	0	3	0	0	0	2	0
Owenweeksia	0	17	0	1	6	2	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0
Croceimicrobium	0	13	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fluviicola	0	18	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0
Crocinitomix	0	11	0	0	0	5	1	0	0	0	0	1	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0
Parvicella	0	12	0	0	0	2	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
CandidatusSulcia	0	11	1	7	9	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	9	0	3	0
Ichthyobacterium	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0
Tannerella	0	22906	32	0	1	37	161	1	0	0	0	0	0	0	23	33	36	19	0	0	1	0	0	0	0	0	5	29	0
Parabacteroides	0	725	7	2514	5116	10063	21	233	97	643	813	573	150	1838	10791	12332	7653	4276	0	258	177	177	48	1044	135	310	0	0	0
Porphyromonas	0	11852	532	1656	23	63	443	75	0	0	4	2	0	11	55	114	87	63	16	1	1	3	1	124	173	1050	106	4550	0
Bacteroides	0	3748	60	194346	327882	429439	380	6253	2431	1074	928	1728	457	93154	436530	438114	328720	159858	7	6000	4996	5187	1916	20905	2444	15878	4	792	0
Phocaeicola	0	307	7	35803	111706	94557	23	11750	7909	3219	2981	3836	1349	59956	200716	137420	72964	39036	0	23359	13974	14342	1873	52664	9790	21225	2	3	0
Prevotella	0	2285	5603	2292	175	522	9909	325	11	15853	21788	12428	13121	99	602	719	502	408	1014	29	49	49	15	195	386	3187	1072	77311	6
Paraprevotella	0	71	9	1	0	239	17	2	1	1	1	1	1	2	211	203	262	215	1	1	3	2	1	3	2	1	0	0	0
Pseudoprevotella	0	31	12	23	78	2	23	3	1	0	0	2	1	37	2	16	9	16	0	6	6	2	0	36	7	40	45	8348	0
Proteiniphilum	0	128	3	7	31	14	3	1	0	0	0	1	0	6	44	36	7	9	0	1	0	3	2	0	0	0	0	1	0
Dysgonomonas	0	88	1	0	66	6	2	0	0	0	0	0	0	0	6	7	6	6	0	0	0	0	0	0	0	0	0	0	0
Petrimonas	0	74	1	4	3	7	2	0	0	0	0	0	0	0	6	13	4	3	0	0	0	0	0	0	0	0	0	3	0
Alistipes	0	277	15	8837	50293	76805	47	675	837	43	22	59	21	14582	54050	77770	161186	258696	0	1747	2064	2663	3078	4648	728	4094	1	0	0
Odoribacter	0	84	0	965	5907	4490	1	67	85	223	135	462	87	2698	5423	3499	1680	2513	1	161	126	107	65	1131	361	344	0	0	0
Butyricimonas	0	79	1	2107	7586	4392	3	101	78	0	0	0	0	2181	3058	1966	2331	6317	0	133	111	114	117	8	1	967	0	0	0
Muribaculum	0	80	1	2	2	76	10	0	0	0	0	0	0	2	159	116	63	34	0	0	0	0	0	10	0	1	0	0	0
Duncaniella	0	39	6	0	4	59	13	0	0	0	0	0	0	0	88	96	60	36	0	1	0	0	0	6	0	0	0	0	0
Sodaliphilus	0	37	4	0	3	28	8	0	0	0	0	0	0	1	21	37	28	18	0	0	0	0	1	0	1	2	0	0	0
Coprobacter	0	63	0	0	0	140	3	1	0	0	0	0	0	0	166	178	142	65	0	0	0	0	0	1	0	0	0	0	0
Barnesiella	0	55	1	4	6	340	3	0	0	33	52	47	7	2	521	378	364	143	0	5	0	3	1	3607	690	0	0	0	0
Paludibacter	0	85	3	2	7	5	1	0	0	0	0	0	0	2	4	10	7	3	1	1	0	0	0	0	0	15	0	13	0
Tenuifilum	0	34	1	1	9	8	1	0	0	0	0	0	0	6	13	18	18	8	0	0	0	0	0	16	1	15	0	2	0
Salinivirga	0	21	0	2	9	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusAzobacteroides	0	7	0	21	56	0	0	1	0	0	0	0	0	17	0	1	0	3	0	0	1	0	0	3	0	2	0	4	0
Draconibacterium	0	54	1	0	0	9	4	0	0	0	0	0	0	0	4	11	5	7	0	0	0	0	0	0	0	0	0	0	0
Maribellus	0	36	2	0	0	5	1	0	0	0	0	0	0	0	1	4	4	7	0	0	0	0	0	0	0	0	0	0	0
Alkaliflexus	0	33	1	0	0	5	0	0	0	0	0	0	0	0	1	4	8	3	0	0	0	0	0	0	0	0	0	0	0
Alkalitalea	0	28	0	1	12	4	2	0	0	0	0	0	0	1	2	3	5	4	0	1	0	0	0	0	0	2	0	18	0
Labilibaculum	0	18	2	0	3	2	2	0	0	2	1	0	1	1	3	11	5	2	0	0	0	0	0	1	0	0	0	1	0
Hymenobacter	0	416	4	0	3	156	21	0	0	0	0	0	0	0	108	165	217	201	3	0	0	0	0	0	0	0	0	0	0
Pontibacter	0	82	2	1	0	37	0	0	0	0	1	0	0	2	35	45	52	38	0	0	0	1	0	1	0	0	0	6	0
Rufibacter	0	34	0	0	0	12	2	0	0	0	0	0	0	0	11	19	17	17	0	0	0	0	0	0	0	0	0	0	0
Adhaeribacter	0	25	1	1	12	8	1	1	0	0	0	0	0	0	6	24	6	8	0	1	0	2	2	0	0	0	0	1	0
Nibribacter	0	8	0	0	0	5	1	0	0	0	0	0	0	0	2	8	5	2	0	0	0	0	0	0	0	0	0	0	0
Spirosoma	0	178	6	46	72	64	4	3	1	8	5	3	2	43	35	51	63	37	2	0	1	1	0	41	9	11	0	60	0
Aquirufa	0	34	0	0	0	2	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0
Cytophaga	0	17	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Rhodocytophaga	0	17	0	0	4	5	0	0	0	0	0	0	0	1	4	4	1	4	0	0	0	0	0	0	0	0	0	0	0
Tellurirhabdus	0	12	0	0	0	4	0	0	0	0	0	0	0	0	6	3	13	3	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter	0	97	1	0	0	16	5	0	0	0	0	0	0	0	26	28	23	20	0	0	0	0	0	11	1	0	0	0	0
Runella	0	45	1	0	0	8	0	0	0	0	0	0	0	0	5	10	18	7	0	0	0	0	0	1	0	0	0	0	0
Larkinella	0	26	0	0	0	15	0	0	0	0	0	0	0	0	5	10	15	5	0	0	0	0	0	0	2	0	0	0	0
Fibrella	0	24	1	0	0	13	1	0	0	0	0	0	0	0	13	7	20	18	0	0	0	0	0	0	0	0	0	0	0
Arcticibacterium	0	17	0	0	2	1	0	0	0	3	0	0	1	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0
Marinilongibacter	0	14	1	0	0	4	0	0	0	0	0	0	0	0	25	9	5	3	0	0	0	0	0	0	0	0	0	0	0
Emticicia	0	13	0	8	39	1	1	0	0	0	0	0	0	4	3	2	1	11	0	0	0	0	0	0	0	0	0	0	0
Leadbetterella	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrisoma	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echinicola	0	102	0	0	0	48	6	0	0	0	0	0	0	0	33	48	37	36	0	0	0	0	2	0	0	0	0	1	0
Algoriphagus	0	71	3	0	0	9	1	0	0	0	0	0	0	0	4	12	7	5	0	0	0	0	0	0	0	0	0	0	0
Cyclobacterium	0	34	0	0	0	5	1	0	0	0	0	0	0	0	6	0	4	7	0	0	0	0	0	0	0	0	0	0	0
